3.0,-99.0,-23.0
5.0,-95.0,-22.0
6.0,-96.0,-26.0
6.0,-96.0,-22.0
5.0,-93.0,-24.0
5.0,-96.0,-24.0
5.0,-94.0,-24.0
7.0,-98.0,-24.0
3.0,-95.0,-24.0
4.0,-96.0,-24.0
5.0,-97.0,-24.0
4.0,-97.0,-23.0
5.0,-95.0,-23.0
1.0,-94.0,-24.0
7.0,-95.0,-25.0
3.0,-95.0,-24.0
4.0,-96.0,-25.0
5.0,-95.0,-24.0
6.0,-93.0,-25.0
5.0,-95.0,-23.0
4.0,-95.0,-24.0
5.0,-97.0,-24.0
4.0,-93.0,-21.0
4.0,-95.0,-23.0
5.0,-95.0,-24.0
7.0,-96.0,-25.0
5.0,-94.0,-24.0
5.0,-94.0,-26.0
3.0,-96.0,-25.0
5.0,-94.0,-23.0
4.0,-93.0,-25.0
4.0,-94.0,-26.0
3.0,-95.0,-26.0
7.0,-93.0,-25.0
4.0,-97.0,-24.0
7.0,-96.0,-24.0
7.0,-97.0,-24.0
4.0,-98.0,-24.0
4.0,-96.0,-25.0
4.0,-94.0,-24.0
4.0,-98.0,-26.0
5.0,-96.0,-23.0
5.0,-95.0,-25.0
5.0,-95.0,-24.0
6.0,-94.0,-22.0
3.0,-96.0,-22.0
5.0,-91.0,-26.0
4.0,-92.0,-23.0
5.0,-95.0,-23.0
5.0,-90.0,-22.0
3.0,-93.0,-24.0
7.0,-96.0,-24.0
4.0,-94.0,-25.0
7.0,-95.0,-24.0
6.0,-96.0,-24.0
6.0,-95.0,-25.0
5.0,-92.0,-28.0
7.0,-95.0,-21.0
6.0,-95.0,-24.0
7.0,-96.0,-23.0
4.0,-96.0,-23.0
4.0,-96.0,-25.0
6.0,-96.0,-23.0
4.0,-96.0,-23.0
6.0,-94.0,-23.0
3.0,-96.0,-22.0
6.0,-97.0,-21.0
8.0,-93.0,-24.0
6.0,-94.0,-25.0
4.0,-96.0,-23.0
4.0,-96.0,-25.0
6.0,-96.0,-24.0
5.0,-96.0,-22.0
3.0,-93.0,-26.0
4.0,-97.0,-24.0
7.0,-96.0,-23.0
3.0,-93.0,-24.0
6.0,-95.0,-25.0
4.0,-96.0,-24.0
3.0,-92.0,-25.0
7.0,-99.0,-26.0
7.0,-93.0,-23.0
7.0,-94.0,-22.0
4.0,-96.0,-24.0
5.0,-97.0,-22.0
4.0,-94.0,-22.0
7.0,-97.0,-24.0
4.0,-95.0,-24.0
4.0,-98.0,-23.0
6.0,-96.0,-24.0
4.0,-96.0,-25.0
4.0,-95.0,-26.0
7.0,-94.0,-24.0
3.0,-97.0,-23.0
4.0,-95.0,-24.0
4.0,-94.0,-26.0
3.0,-97.0,-24.0
4.0,-96.0,-24.0
2.0,-97.0,-24.0
6.0,-92.0,-24.0
6.0,-95.0,-24.0
6.0,-95.0,-21.0
5.0,-94.0,-25.0
4.0,-94.0,-25.0
6.0,-95.0,-24.0
3.0,-96.0,-22.0
6.0,-94.0,-21.0
4.0,-95.0,-23.0
5.0,-95.0,-24.0
2.0,-101.0,-24.0
5.0,-96.0,-24.0
3.0,-98.0,-23.0
1.0,-95.0,-24.0
1.0,-94.0,-25.0
5.0,-95.0,-22.0
3.0,-96.0,-23.0
2.0,-95.0,-22.0
4.0,-96.0,-26.0
4.0,-97.0,-25.0
5.0,-95.0,-22.0
4.0,-98.0,-23.0
5.0,-98.0,-26.0
5.0,-96.0,-23.0
5.0,-92.0,-25.0
5.0,-95.0,-25.0
3.0,-94.0,-25.0
5.0,-95.0,-25.0
6.0,-97.0,-22.0
5.0,-96.0,-24.0
3.0,-95.0,-23.0
6.0,-95.0,-22.0
5.0,-93.0,-22.0
4.0,-95.0,-25.0
4.0,-98.0,-24.0
5.0,-100.0,-23.0
7.0,-97.0,-25.0
2.0,-94.0,-22.0
5.0,-96.0,-23.0
3.0,-92.0,-25.0
5.0,-96.0,-22.0
7.0,-92.0,-25.0
5.0,-96.0,-23.0
5.0,-98.0,-20.0
5.0,-93.0,-25.0
4.0,-93.0,-25.0
4.0,-96.0,-23.0
6.0,-93.0,-25.0
3.0,-93.0,-24.0
6.0,-94.0,-22.0
2.0,-95.0,-26.0
5.0,-96.0,-23.0
4.0,-97.0,-23.0
1.0,-94.0,-23.0
3.0,-95.0,-25.0
3.0,-96.0,-25.0
7.0,-95.0,-24.0
4.0,-95.0,-22.0
4.0,-93.0,-24.0
5.0,-98.0,-24.0
5.0,-94.0,-26.0
5.0,-95.0,-25.0
6.0,-94.0,-25.0
6.0,-94.0,-23.0
5.0,-93.0,-22.0
4.0,-95.0,-26.0
6.0,-96.0,-24.0
4.0,-96.0,-23.0
3.0,-95.0,-24.0
5.0,-95.0,-24.0
4.0,-91.0,-25.0
3.0,-96.0,-24.0
4.0,-98.0,-24.0
5.0,-96.0,-24.0
5.0,-97.0,-24.0
6.0,-95.0,-24.0
6.0,-98.0,-22.0
4.0,-95.0,-24.0
7.0,-96.0,-26.0
6.0,-95.0,-24.0
2.0,-93.0,-24.0
5.0,-93.0,-27.0
6.0,-97.0,-24.0
5.0,-94.0,-27.0
5.0,-97.0,-23.0
8.0,-94.0,-26.0
3.0,-93.0,-23.0
3.0,-97.0,-26.0
3.0,-94.0,-22.0
4.0,-92.0,-21.0
4.0,-93.0,-25.0
4.0,-93.0,-25.0
6.0,-97.0,-23.0
3.0,-94.0,-25.0
1.0,-96.0,-22.0
5.0,-94.0,-22.0
7.0,-97.0,-25.0
4.0,-97.0,-26.0
5.0,-95.0,-22.0
5.0,-95.0,-24.0
6.0,-96.0,-25.0
7.0,-96.0,-21.0
4.0,-92.0,-25.0
6.0,-95.0,-21.0
5.0,-97.0,-26.0
8.0,-94.0,-24.0
4.0,-95.0,-24.0
4.0,-97.0,-24.0
6.0,-97.0,-23.0
6.0,-95.0,-24.0
5.0,-96.0,-26.0
3.0,-91.0,-22.0
3.0,-99.0,-22.0
3.0,-94.0,-22.0
5.0,-95.0,-24.0
5.0,-97.0,-24.0
6.0,-96.0,-24.0
4.0,-92.0,-26.0
6.0,-93.0,-23.0
3.0,-96.0,-27.0
5.0,-95.0,-23.0
4.0,-95.0,-24.0
7.0,-97.0,-22.0
5.0,-95.0,-26.0
6.0,-96.0,-25.0
4.0,-94.0,-24.0
5.0,-93.0,-22.0
7.0,-96.0,-23.0
4.0,-97.0,-24.0
6.0,-95.0,-22.0
8.0,-99.0,-23.0
6.0,-96.0,-23.0
4.0,-93.0,-22.0
5.0,-95.0,-23.0
8.0,-95.0,-25.0
4.0,-98.0,-25.0
5.0,-92.0,-24.0
3.0,-95.0,-27.0
4.0,-97.0,-26.0
6.0,-96.0,-24.0
3.0,-96.0,-25.0
5.0,-96.0,-23.0
5.0,-96.0,-23.0
3.0,-95.0,-24.0
7.0,-97.0,-28.0
2.0,-93.0,-26.0
5.0,-95.0,-25.0
6.0,-102.0,-24.0
5.0,-94.0,-24.0
6.0,-92.0,-24.0
4.0,-95.0,-25.0
4.0,-95.0,-27.0
6.0,-93.0,-24.0
6.0,-95.0,-25.0
8.0,-97.0,-23.0
5.0,-94.0,-24.0
4.0,-96.0,-25.0
4.0,-95.0,-24.0
5.0,-99.0,-24.0
6.0,-97.0,-23.0
7.0,-93.0,-25.0
4.0,-95.0,-27.0
4.0,-97.0,-25.0
4.0,-96.0,-26.0
4.0,-97.0,-23.0
5.0,-96.0,-25.0
5.0,-95.0,-24.0
7.0,-97.0,-25.0
5.0,-94.0,-23.0
4.0,-97.0,-26.0
8.0,-95.0,-24.0
5.0,-96.0,-26.0
6.0,-95.0,-21.0
4.0,-96.0,-22.0
4.0,-96.0,-24.0
4.0,-95.0,-24.0
6.0,-95.0,-24.0
8.0,-94.0,-24.0
4.0,-95.0,-24.0
7.0,-96.0,-24.0
5.0,-94.0,-22.0
4.0,-97.0,-22.0
4.0,-96.0,-26.0
8.0,-96.0,-25.0
6.0,-97.0,-21.0
4.0,-95.0,-23.0
2.0,-96.0,-24.0
3.0,-94.0,-23.0
6.0,-94.0,-22.0
6.0,-92.0,-23.0
5.0,-96.0,-25.0
0.0,-95.0,-25.0
6.0,-94.0,-24.0
6.0,-98.0,-22.0
4.0,-101.0,-26.0
4.0,-97.0,-25.0
5.0,-95.0,-21.0
3.0,-93.0,-23.0
5.0,-95.0,-22.0
6.0,-92.0,-26.0
6.0,-96.0,-25.0
2.0,-97.0,-23.0
6.0,-96.0,-23.0
6.0,-95.0,-22.0
5.0,-96.0,-24.0
5.0,-95.0,-24.0
4.0,-92.0,-23.0
3.0,-96.0,-23.0
6.0,-99.0,-25.0
5.0,-98.0,-21.0
6.0,-95.0,-22.0
5.0,-98.0,-25.0
7.0,-97.0,-25.0
4.0,-94.0,-23.0
5.0,-94.0,-24.0
2.0,-96.0,-25.0
3.0,-97.0,-26.0
5.0,-96.0,-23.0
3.0,-95.0,-22.0
3.0,-96.0,-26.0
6.0,-98.0,-21.0
4.0,-95.0,-20.0
4.0,-95.0,-26.0
3.0,-94.0,-23.0
3.0,-89.0,-25.0
6.0,-95.0,-25.0
6.0,-96.0,-23.0
5.0,-96.0,-25.0
4.0,-94.0,-23.0
8.0,-95.0,-25.0
7.0,-94.0,-24.0
5.0,-95.0,-24.0
6.0,-97.0,-25.0
5.0,-96.0,-23.0
5.0,-97.0,-24.0
6.0,-98.0,-22.0
4.0,-94.0,-26.0
8.0,-95.0,-24.0
2.0,-95.0,-23.0
6.0,-94.0,-22.0
6.0,-95.0,-22.0
2.0,-99.0,-24.0
3.0,-92.0,-22.0
5.0,-97.0,-24.0
5.0,-97.0,-24.0
5.0,-96.0,-26.0
5.0,-97.0,-24.0
2.0,-94.0,-23.0
4.0,-94.0,-23.0
6.0,-95.0,-24.0
3.0,-97.0,-24.0
5.0,-96.0,-25.0
6.0,-94.0,-20.0
4.0,-96.0,-26.0
4.0,-96.0,-26.0
4.0,-95.0,-24.0
4.0,-96.0,-24.0
3.0,-95.0,-25.0
6.0,-97.0,-24.0
7.0,-96.0,-25.0
5.0,-97.0,-22.0
6.0,-96.0,-24.0
5.0,-95.0,-25.0
3.0,-97.0,-27.0
4.0,-94.0,-23.0
5.0,-97.0,-24.0
3.0,-95.0,-24.0
4.0,-95.0,-23.0
4.0,-97.0,-25.0
6.0,-95.0,-22.0
6.0,-94.0,-25.0
5.0,-97.0,-22.0
5.0,-98.0,-23.0
4.0,-94.0,-23.0
3.0,-95.0,-25.0
6.0,-97.0,-25.0
6.0,-95.0,-24.0
4.0,-98.0,-23.0
3.0,-94.0,-23.0
6.0,-95.0,-21.0
4.0,-94.0,-23.0
3.0,-94.0,-24.0
4.0,-93.0,-26.0
5.0,-96.0,-24.0
4.0,-95.0,-27.0
5.0,-97.0,-22.0
6.0,-96.0,-26.0
4.0,-98.0,-20.0
6.0,-93.0,-26.0
3.0,-97.0,-22.0
4.0,-95.0,-26.0
2.0,-96.0,-24.0
3.0,-97.0,-21.0
6.0,-95.0,-25.0
7.0,-94.0,-21.0
3.0,-95.0,-22.0
3.0,-92.0,-23.0
3.0,-94.0,-25.0
5.0,-96.0,-24.0
5.0,-92.0,-25.0
4.0,-98.0,-29.0
4.0,-98.0,-24.0
5.0,-98.0,-24.0
2.0,-95.0,-25.0
1.0,-93.0,-18.0
6.0,-97.0,-23.0
6.0,-94.0,-24.0
4.0,-97.0,-24.0
4.0,-94.0,-24.0
5.0,-97.0,-23.0
4.0,-96.0,-23.0
5.0,-95.0,-21.0
5.0,-96.0,-24.0
6.0,-94.0,-24.0
5.0,-95.0,-26.0
5.0,-94.0,-24.0
4.0,-93.0,-25.0
6.0,-96.0,-19.0
4.0,-95.0,-23.0
5.0,-95.0,-25.0
7.0,-96.0,-25.0
4.0,-94.0,-24.0
4.0,-98.0,-24.0
6.0,-96.0,-24.0
5.0,-97.0,-24.0
4.0,-98.0,-23.0
4.0,-95.0,-22.0
5.0,-95.0,-22.0
5.0,-96.0,-25.0
2.0,-94.0,-24.0
6.0,-92.0,-23.0
5.0,-94.0,-25.0
5.0,-94.0,-24.0
6.0,-93.0,-24.0
5.0,-94.0,-21.0
4.0,-97.0,-23.0
5.0,-94.0,-24.0
4.0,-95.0,-24.0
3.0,-97.0,-23.0
6.0,-92.0,-24.0
5.0,-95.0,-26.0
6.0,-96.0,-24.0
6.0,-96.0,-26.0
5.0,-95.0,-21.0
6.0,-95.0,-25.0
5.0,-96.0,-24.0
4.0,-98.0,-23.0
3.0,-92.0,-25.0
6.0,-96.0,-22.0
5.0,-98.0,-25.0
4.0,-95.0,-24.0
4.0,-95.0,-23.0
4.0,-96.0,-24.0
4.0,-95.0,-22.0
4.0,-99.0,-24.0
4.0,-96.0,-23.0
3.0,-92.0,-21.0
5.0,-93.0,-24.0
3.0,-94.0,-23.0
5.0,-96.0,-24.0
5.0,-95.0,-25.0
8.0,-95.0,-25.0
8.0,-97.0,-23.0
6.0,-99.0,-26.0
6.0,-96.0,-24.0
6.0,-93.0,-24.0
6.0,-96.0,-26.0
5.0,-94.0,-24.0
4.0,-93.0,-25.0
6.0,-99.0,-24.0
8.0,-99.0,-23.0
7.0,-98.0,-23.0
5.0,-94.0,-23.0
8.0,-94.0,-26.0
6.0,-97.0,-26.0
7.0,-97.0,-21.0
4.0,-93.0,-25.0
7.0,-95.0,-25.0
4.0,-94.0,-25.0
4.0,-98.0,-25.0
5.0,-95.0,-22.0
2.0,-97.0,-21.0
5.0,-94.0,-25.0
4.0,-90.0,-23.0
5.0,-97.0,-24.0
6.0,-93.0,-23.0
3.0,-93.0,-24.0
6.0,-95.0,-22.0
7.0,-96.0,-24.0
5.0,-95.0,-25.0
5.0,-96.0,-25.0
4.0,-93.0,-23.0
3.0,-95.0,-25.0
3.0,-93.0,-24.0
4.0,-93.0,-24.0
5.0,-95.0,-24.0
4.0,-94.0,-23.0
5.0,-94.0,-24.0
5.0,-95.0,-21.0
3.0,-93.0,-24.0
7.0,-93.0,-23.0
4.0,-95.0,-21.0
6.0,-94.0,-26.0
3.0,-95.0,-24.0
6.0,-97.0,-26.0
3.0,-97.0,-24.0
2.0,-96.0,-24.0
5.0,-95.0,-22.0
2.0,-95.0,-26.0
7.0,-95.0,-23.0
3.0,-97.0,-23.0
5.0,-92.0,-24.0
2.0,-96.0,-22.0
4.0,-95.0,-22.0
6.0,-95.0,-24.0
1.0,-99.0,-24.0
5.0,-97.0,-24.0
7.0,-94.0,-24.0
5.0,-96.0,-27.0
5.0,-97.0,-24.0
4.0,-96.0,-25.0
4.0,-94.0,-22.0
5.0,-96.0,-26.0
4.0,-94.0,-23.0
3.0,-100.0,-25.0
5.0,-97.0,-22.0
5.0,-96.0,-24.0
5.0,-92.0,-26.0
4.0,-93.0,-25.0
6.0,-96.0,-25.0
3.0,-95.0,-23.0
3.0,-93.0,-25.0
6.0,-95.0,-24.0
5.0,-97.0,-25.0
2.0,-95.0,-22.0
4.0,-97.0,-26.0
5.0,-96.0,-24.0
5.0,-96.0,-23.0
5.0,-97.0,-23.0
4.0,-97.0,-25.0
6.0,-95.0,-21.0
5.0,-96.0,-26.0
4.0,-96.0,-26.0
5.0,-97.0,-23.0
6.0,-96.0,-25.0
7.0,-95.0,-28.0
5.0,-96.0,-26.0
6.0,-95.0,-25.0
5.0,-95.0,-22.0
3.0,-93.0,-24.0
4.0,-94.0,-24.0
7.0,-96.0,-23.0
5.0,-94.0,-24.0
3.0,-97.0,-26.0
6.0,-95.0,-22.0
5.0,-94.0,-22.0
3.0,-97.0,-24.0
2.0,-96.0,-25.0
3.0,-95.0,-25.0
3.0,-98.0,-27.0
5.0,-95.0,-26.0
5.0,-99.0,-24.0
8.0,-97.0,-22.0
2.0,-99.0,-22.0
5.0,-93.0,-26.0
4.0,-95.0,-22.0
4.0,-95.0,-24.0
6.0,-93.0,-23.0
2.0,-94.0,-23.0
7.0,-100.0,-25.0
8.0,-95.0,-25.0
5.0,-97.0,-25.0
6.0,-96.0,-26.0
5.0,-98.0,-23.0
4.0,-96.0,-26.0
3.0,-91.0,-26.0
2.0,-92.0,-26.0
5.0,-97.0,-26.0
6.0,-96.0,-24.0
5.0,-100.0,-23.0
7.0,-96.0,-23.0
2.0,-93.0,-22.0
6.0,-96.0,-20.0
4.0,-94.0,-21.0
5.0,-97.0,-24.0
2.0,-97.0,-25.0
4.0,-94.0,-25.0
5.0,-96.0,-24.0
7.0,-96.0,-27.0
6.0,-93.0,-26.0
4.0,-95.0,-24.0
5.0,-92.0,-23.0
5.0,-95.0,-22.0
4.0,-96.0,-24.0
5.0,-94.0,-25.0
5.0,-97.0,-22.0
5.0,-97.0,-27.0
4.0,-93.0,-27.0
6.0,-95.0,-25.0
5.0,-96.0,-25.0
5.0,-93.0,-23.0
4.0,-95.0,-26.0
7.0,-97.0,-21.0
5.0,-97.0,-25.0
4.0,-95.0,-23.0
2.0,-94.0,-23.0
4.0,-93.0,-22.0
6.0,-93.0,-25.0
5.0,-95.0,-24.0
4.0,-94.0,-25.0
4.0,-99.0,-23.0
7.0,-95.0,-26.0
4.0,-95.0,-23.0
4.0,-95.0,-25.0
5.0,-96.0,-26.0
4.0,-95.0,-25.0
3.0,-96.0,-22.0
4.0,-95.0,-23.0
3.0,-95.0,-23.0
4.0,-98.0,-22.0
3.0,-93.0,-26.0
3.0,-94.0,-23.0
2.0,-92.0,-24.0
4.0,-93.0,-23.0
7.0,-96.0,-23.0
6.0,-93.0,-23.0
1.0,-97.0,-25.0
3.0,-98.0,-24.0
4.0,-94.0,-25.0
6.0,-94.0,-25.0
4.0,-98.0,-23.0
4.0,-95.0,-23.0
4.0,-93.0,-23.0
6.0,-94.0,-23.0
6.0,-97.0,-26.0
3.0,-94.0,-23.0
7.0,-93.0,-26.0
3.0,-98.0,-22.0
4.0,-94.0,-22.0
6.0,-95.0,-25.0
7.0,-94.0,-25.0
4.0,-96.0,-24.0
3.0,-96.0,-26.0
3.0,-95.0,-24.0
9.0,-96.0,-22.0
4.0,-95.0,-25.0
3.0,-94.0,-23.0
3.0,-97.0,-21.0
4.0,-95.0,-24.0
5.0,-96.0,-24.0
3.0,-97.0,-24.0
5.0,-97.0,-24.0
7.0,-95.0,-24.0
2.0,-97.0,-25.0
7.0,-95.0,-24.0
5.0,-94.0,-23.0
4.0,-96.0,-24.0
6.0,-97.0,-23.0
6.0,-97.0,-27.0
5.0,-99.0,-23.0
5.0,-97.0,-24.0
4.0,-96.0,-24.0
4.0,-97.0,-24.0
4.0,-95.0,-23.0
3.0,-95.0,-24.0
4.0,-95.0,-24.0
7.0,-94.0,-21.0
6.0,-96.0,-25.0
5.0,-97.0,-24.0
5.0,-93.0,-24.0
4.0,-96.0,-24.0
5.0,-93.0,-22.0
5.0,-93.0,-24.0
5.0,-96.0,-25.0
3.0,-95.0,-23.0
6.0,-95.0,-24.0
4.0,-97.0,-25.0
5.0,-94.0,-24.0
7.0,-98.0,-24.0
6.0,-96.0,-25.0
7.0,-94.0,-21.0
5.0,-96.0,-22.0
5.0,-96.0,-23.0
6.0,-96.0,-25.0
5.0,-97.0,-24.0
2.0,-96.0,-26.0
4.0,-96.0,-24.0
8.0,-98.0,-22.0
3.0,-96.0,-25.0
4.0,-97.0,-24.0
5.0,-95.0,-23.0
5.0,-96.0,-22.0
1.0,-95.0,-27.0
6.0,-98.0,-25.0
6.0,-91.0,-24.0
5.0,-96.0,-23.0
3.0,-93.0,-23.0
7.0,-97.0,-24.0
6.0,-96.0,-24.0
6.0,-98.0,-25.0
3.0,-95.0,-25.0
8.0,-95.0,-25.0
5.0,-94.0,-22.0
5.0,-92.0,-25.0
6.0,-94.0,-26.0
7.0,-92.0,-23.0
5.0,-96.0,-26.0
3.0,-93.0,-24.0
4.0,-97.0,-25.0
6.0,-100.0,-23.0
4.0,-96.0,-24.0
7.0,-93.0,-24.0
4.0,-94.0,-24.0
7.0,-94.0,-25.0
3.0,-95.0,-22.0
4.0,-93.0,-24.0
4.0,-99.0,-22.0
4.0,-94.0,-22.0
6.0,-92.0,-24.0
5.0,-94.0,-24.0
6.0,-96.0,-24.0
6.0,-98.0,-25.0
5.0,-94.0,-25.0
4.0,-97.0,-25.0
3.0,-98.0,-25.0
4.0,-94.0,-24.0
4.0,-96.0,-23.0
3.0,-92.0,-25.0
5.0,-96.0,-24.0
3.0,-94.0,-24.0
6.0,-93.0,-23.0
6.0,-93.0,-23.0
0.0,-96.0,-25.0
4.0,-94.0,-22.0
6.0,-97.0,-25.0
5.0,-93.0,-23.0
4.0,-93.0,-25.0
4.0,-95.0,-21.0
5.0,-94.0,-22.0
4.0,-98.0,-26.0
3.0,-95.0,-24.0
5.0,-96.0,-26.0
6.0,-94.0,-23.0
6.0,-96.0,-24.0
4.0,-96.0,-23.0
6.0,-95.0,-23.0
9.0,-94.0,-22.0
5.0,-98.0,-22.0
6.0,-94.0,-25.0
3.0,-96.0,-22.0
6.0,-94.0,-26.0
4.0,-94.0,-26.0
8.0,-95.0,-26.0
5.0,-96.0,-25.0
6.0,-100.0,-24.0
4.0,-95.0,-26.0
4.0,-95.0,-25.0
6.0,-96.0,-23.0
2.0,-94.0,-24.0
5.0,-96.0,-25.0
7.0,-94.0,-26.0
5.0,-96.0,-25.0
3.0,-98.0,-23.0
6.0,-95.0,-25.0
5.0,-96.0,-24.0
3.0,-96.0,-24.0
5.0,-94.0,-25.0
3.0,-96.0,-26.0
3.0,-96.0,-24.0
6.0,-95.0,-25.0
7.0,-98.0,-24.0
4.0,-93.0,-24.0
4.0,-99.0,-25.0
1.0,-96.0,-23.0
5.0,-95.0,-24.0
7.0,-97.0,-22.0
6.0,-94.0,-25.0
3.0,-94.0,-24.0
5.0,-95.0,-23.0
5.0,-100.0,-21.0
5.0,-96.0,-24.0
4.0,-95.0,-24.0
6.0,-95.0,-24.0
6.0,-98.0,-24.0
4.0,-94.0,-26.0
4.0,-92.0,-24.0
5.0,-98.0,-24.0
7.0,-95.0,-25.0
3.0,-96.0,-23.0
4.0,-97.0,-28.0
5.0,-96.0,-26.0
5.0,-96.0,-24.0
6.0,-95.0,-24.0
5.0,-95.0,-24.0
2.0,-96.0,-24.0
4.0,-97.0,-26.0
5.0,-94.0,-25.0
6.0,-95.0,-22.0
5.0,-93.0,-23.0
5.0,-96.0,-23.0
5.0,-96.0,-23.0
5.0,-97.0,-22.0
5.0,-97.0,-21.0
5.0,-93.0,-25.0
2.0,-90.0,-25.0
5.0,-94.0,-24.0
4.0,-94.0,-25.0
3.0,-95.0,-26.0
3.0,-96.0,-26.0
4.0,-95.0,-23.0
5.0,-93.0,-24.0
6.0,-92.0,-24.0
3.0,-94.0,-24.0
3.0,-96.0,-25.0
5.0,-94.0,-23.0
5.0,-95.0,-26.0
3.0,-97.0,-25.0
6.0,-95.0,-27.0
3.0,-96.0,-25.0
4.0,-97.0,-24.0
2.0,-95.0,-22.0
6.0,-95.0,-23.0
2.0,-97.0,-27.0
5.0,-92.0,-26.0
7.0,-98.0,-24.0
4.0,-97.0,-25.0
4.0,-96.0,-23.0
5.0,-95.0,-22.0
4.0,-96.0,-27.0
5.0,-98.0,-27.0
5.0,-94.0,-25.0
8.0,-91.0,-24.0
2.0,-96.0,-28.0
5.0,-96.0,-24.0
3.0,-97.0,-23.0
5.0,-97.0,-22.0
4.0,-94.0,-26.0
3.0,-95.0,-24.0
5.0,-96.0,-23.0
6.0,-99.0,-25.0
4.0,-95.0,-24.0
6.0,-97.0,-24.0
4.0,-97.0,-24.0
5.0,-95.0,-22.0
5.0,-95.0,-25.0
3.0,-95.0,-24.0
6.0,-95.0,-26.0
3.0,-94.0,-25.0
1.0,-95.0,-22.0
6.0,-97.0,-23.0
2.0,-97.0,-25.0
5.0,-95.0,-25.0
7.0,-96.0,-23.0
6.0,-94.0,-23.0
3.0,-93.0,-23.0
3.0,-94.0,-23.0
4.0,-96.0,-23.0
5.0,-95.0,-26.0
6.0,-93.0,-23.0
4.0,-98.0,-24.0
5.0,-97.0,-26.0
3.0,-96.0,-25.0
7.0,-93.0,-25.0
5.0,-98.0,-26.0
5.0,-96.0,-25.0
7.0,-95.0,-23.0
6.0,-98.0,-24.0
4.0,-95.0,-25.0
4.0,-96.0,-26.0
5.0,-96.0,-24.0
5.0,-95.0,-25.0
3.0,-94.0,-25.0
5.0,-94.0,-23.0
1.0,-94.0,-22.0
5.0,-96.0,-23.0
5.0,-94.0,-25.0
6.0,-95.0,-24.0
7.0,-93.0,-24.0
4.0,-94.0,-24.0
2.0,-94.0,-24.0
5.0,-94.0,-22.0
2.0,-94.0,-23.0
6.0,-98.0,-24.0
6.0,-96.0,-23.0
6.0,-96.0,-24.0
7.0,-93.0,-24.0
6.0,-94.0,-23.0
3.0,-95.0,-26.0
4.0,-95.0,-24.0
5.0,-96.0,-23.0
4.0,-95.0,-22.0
3.0,-94.0,-24.0
2.0,-97.0,-25.0
5.0,-94.0,-26.0
1.0,-92.0,-22.0
6.0,-91.0,-23.0
9.0,-96.0,-25.0
4.0,-95.0,-25.0
6.0,-94.0,-28.0
5.0,-96.0,-22.0
4.0,-100.0,-24.0
5.0,-98.0,-23.0
5.0,-95.0,-23.0
2.0,-94.0,-25.0
2.0,-96.0,-26.0
4.0,-96.0,-24.0
3.0,-96.0,-24.0
4.0,-95.0,-24.0
7.0,-98.0,-24.0
7.0,-95.0,-24.0
6.0,-94.0,-21.0
6.0,-95.0,-25.0
6.0,-92.0,-23.0
5.0,-94.0,-25.0
5.0,-96.0,-24.0
6.0,-96.0,-21.0
4.0,-95.0,-25.0
5.0,-96.0,-22.0
6.0,-97.0,-23.0
5.0,-97.0,-22.0
7.0,-94.0,-24.0
3.0,-96.0,-24.0
6.0,-95.0,-26.0
5.0,-99.0,-25.0
5.0,-95.0,-21.0
5.0,-97.0,-26.0
7.0,-98.0,-23.0
4.0,-94.0,-24.0
6.0,-93.0,-23.0
6.0,-95.0,-25.0
4.0,-95.0,-26.0
5.0,-96.0,-25.0
5.0,-95.0,-28.0
4.0,-96.0,-23.0
5.0,-96.0,-25.0
5.0,-96.0,-22.0
9.0,-93.0,-23.0
5.0,-97.0,-23.0
7.0,-95.0,-25.0
5.0,-95.0,-24.0
4.0,-93.0,-23.0
3.0,-96.0,-25.0
5.0,-96.0,-22.0
5.0,-94.0,-23.0
3.0,-94.0,-23.0
4.0,-93.0,-23.0
3.0,-97.0,-25.0
7.0,-94.0,-21.0
8.0,-96.0,-22.0
3.0,-96.0,-25.0
4.0,-96.0,-24.0
3.0,-94.0,-26.0
4.0,-94.0,-22.0
4.0,-94.0,-22.0
4.0,-94.0,-25.0
4.0,-94.0,-25.0
4.0,-96.0,-23.0
5.0,-96.0,-25.0
6.0,-95.0,-24.0
6.0,-101.0,-25.0
6.0,-94.0,-22.0
6.0,-96.0,-25.0
3.0,-94.0,-22.0
2.0,-96.0,-23.0
7.0,-94.0,-25.0
5.0,-94.0,-23.0
8.0,-95.0,-24.0
6.0,-97.0,-25.0
5.0,-97.0,-22.0
2.0,-95.0,-23.0
6.0,-96.0,-25.0
6.0,-95.0,-26.0
5.0,-95.0,-21.0
6.0,-93.0,-25.0
3.0,-96.0,-24.0
3.0,-96.0,-23.0
5.0,-95.0,-21.0
6.0,-95.0,-24.0
5.0,-97.0,-22.0
7.0,-93.0,-25.0
6.0,-97.0,-23.0
8.0,-97.0,-23.0
5.0,-95.0,-25.0
3.0,-92.0,-23.0
4.0,-93.0,-23.0
3.0,-96.0,-26.0
6.0,-96.0,-25.0
8.0,-93.0,-24.0
5.0,-94.0,-24.0
7.0,-95.0,-25.0
6.0,-95.0,-24.0
5.0,-93.0,-23.0
4.0,-95.0,-23.0
5.0,-96.0,-24.0
6.0,-94.0,-25.0
5.0,-97.0,-25.0
4.0,-92.0,-25.0
6.0,-97.0,-25.0
7.0,-92.0,-24.0
4.0,-92.0,-24.0
3.0,-94.0,-22.0
